Start date, Duration, Assigned task, Task state 
Sep 28  2019 at 3:14:08 PM,25,Read 2019,Done 
Sep 29  2019 at 4:57:53 PM,25,Bullet Journal,Done 
Sep 29  2019 at 5:26:05 PM,25,Write 2019,Done 
Sep 29  2019 at 6:24:39 PM,25,Bullet Journal,Done 
Sep 29  2019 at 8:03:10 PM,25,Write 2019,Done 
Sep 30  2019 at 6:14:37 PM,25,Read 2019,Done 
Sep 30  2019 at 6:41:15 PM,25,Read 2019,Done 
Sep 30  2019 at 7:21:59 PM,25,SQL,Done 
Sep 30  2019 at 8:15:38 PM,25,Write 2019,Done 
Oct 1  2019 at 11:13:24 AM,25,SQL,Done 
Oct 1  2019 at 11:48:30 AM,25,SQL,Done 
Oct 3  2019 at 7:15:49 AM,25,Write 2019,Done 
Oct 3  2019 at 8:48:08 PM,25,Read 2019,Done 
Oct 3  2019 at 9:19:25 PM,25,Read 2019,Done 
Oct 4  2019 at 7:09:24 AM,25,Write 2019,Done 
Oct 4  2019 at 7:48:01 AM,25,Read 2019,Done 
Oct 6  2019 at 9:29:10 AM,25,Communication,Done 
Oct 6  2019 at 9:56:57 AM,25,Communication,Done 
Oct 6  2019 at 3:49:43 PM,25,Communication,Done 
Oct 6  2019 at 6:41:36 PM,25,Communication,Done 
Oct 6  2019 at 7:25:25 PM,25,Write 2019,Done 
Oct 7  2019 at 6:19:04 AM,25,Write 2019,Done 
Oct 7  2019 at 6:53:30 AM,25,Communication,Done 
Oct 7  2019 at 7:11:33 PM,25,SQL,Done 
Oct 7  2019 at 7:44:38 PM,25,SQL,Done 
Oct 7  2019 at 9:06:18 PM,25,Write 2019,Done 
Oct 8  2019 at 6:25:28 AM,25,SQL,Done 
Oct 8  2019 at 7:29:08 AM,25,Read 2019,Done 
Oct 9  2019 at 6:25:44 AM,25,Read 2019,Done 
Oct 9  2019 at 6:56:49 AM,25,Write 2019,Done 
Oct 9  2019 at 11:50:00 AM,25,SQL,Done 
Oct 9  2019 at 2:49:46 PM,25,SQL,Done 
Oct 10  2019 at 6:51:10 AM,25,Write 2019,Done 
Oct 10  2019 at 7:17:34 AM,25,Write 2019,Done 
Oct 10  2019 at 7:46:40 AM,25,Write 2019,Done 
Oct 10  2019 at 9:34:06 AM,25,SQL,Done 
Oct 10  2019 at 10:23:14 AM,25,SQL,Done 
Oct 11  2019 at 10:44:15 AM,25,SQL,Done 
Oct 11  2019 at 11:49:27 AM,25,SQL,Done 
Oct 11  2019 at 12:17:11 PM,25,SQL,Done 
Oct 13  2019 at 8:02:53 AM,25,Bullet Journal,Done 
Oct 13  2019 at 5:43:31 PM,25,Bullet Journal,Done 
Oct 13  2019 at 7:05:01 PM,25,Write 2019,Done 
Oct 14  2019 at 6:48:41 AM,25,Read 2019,Done 
Oct 14  2019 at 7:33:08 AM,25,Write 2019,Done 
Oct 14  2019 at 8:12:19 AM,25,#Makeover Monday 2019,Done 
Oct 14  2019 at 10:43:13 AM,25,SQL,Done 
Oct 14  2019 at 11:23:02 AM,25,SQL,Done 
Oct 15  2019 at 6:24:31 AM,25,#Makeover Monday 2019,Done 
Oct 15  2019 at 6:51:02 AM,25,#Makeover Monday 2019,Done 
Oct 15  2019 at 7:16:17 AM,25,#Makeover Monday 2019,Done 
Oct 15  2019 at 8:02:23 AM,25,#Makeover Monday 2019,Done 
Oct 16  2019 at 6:17:18 AM,25,#Makeover Monday 2019,Done 
Oct 16  2019 at 6:42:28 AM,25,#Makeover Monday 2019,Done 
Oct 16  2019 at 7:22:02 AM,25,#Makeover Monday 2019,Done 
Oct 16  2019 at 7:52:40 AM,25,Communication,Done 
Oct 18  2019 at 8:03:09 AM,25,Write 2019,Done 
Oct 19  2019 at 7:08:55 AM,25,Write 2019,Done 
Oct 20  2019 at 4:28:00 PM,25,Communication,Done 
Oct 20  2019 at 6:47:49 PM,25,Communication,Done 
Oct 20  2019 at 8:33:20 PM,25,Read 2019,Done 
Oct 20  2019 at 9:15:52 PM,25,Write 2019,Done 
Oct 21  2019 at 7:43:53 PM,25,#Makeover Monday 2019,Done 
Oct 21  2019 at 8:21:46 PM,25,#Makeover Monday 2019,Done 
Oct 21  2019 at 9:05:22 PM,25,#Makeover Monday 2019,Done 
Oct 21  2019 at 9:38:31 PM,25,#Makeover Monday 2019,Done 
Oct 21  2019 at 10:08:47 PM,25,#Makeover Monday 2019,Done 
Oct 22  2019 at 6:28:38 AM,25,Read 2019,Done 
Oct 22  2019 at 7:21:48 AM,25,Write 2019,Done 
Oct 24  2019 at 6:52:31 AM,25,Read 2019,Done 
Oct 24  2019 at 7:38:08 AM,25,Write 2019,Done 
Oct 25  2019 at 7:42:38 AM,25,Read 2019,Done 
Oct 27  2019 at 7:42:57 AM,25,Read 2019,Done 
Oct 27  2019 at 8:22:33 AM,25,Read 2019,Done 
Oct 28  2019 at 6:19:36 AM,25,Write 2019,Done 
Oct 28  2019 at 7:06:39 AM,25,Write 2019,Done 
Oct 29  2019 at 6:15:19 AM,25,#Makeover Monday 2019,Done 
Oct 29  2019 at 7:05:59 AM,25,Read 2019,Done 
Oct 29  2019 at 8:03:22 AM,25,Communication,Done 
Oct 30  2019 at 7:43:23 AM,25,Read 2019,Done 
Oct 31  2019 at 6:27:30 AM,25,Write 2019,Done 
Oct 31  2019 at 6:52:45 AM,25,Write 2019,Done 
Oct 31  2019 at 7:55:37 AM,25,Read 2019,Done 
Nov 1  2019 at 7:08:51 AM,25,Read 2019,Done 
Nov 1  2019 at 8:04:51 AM,25,Read 2019,Done 
Nov 2  2019 at 9:10:42 AM,25,Read 2019,Done 
Nov 2  2019 at 9:39:26 AM,25,Bullet Journal,Done 
Nov 7  2019 at 7:41:05 AM,25,Read 2019,Done 
Nov 11  2019 at 7:25:23 AM,25,Write 2019,Done 
Nov 13  2019 at 7:09:30 AM,25,Communication,Done 
Nov 13  2019 at 7:53:44 AM,25,Read 2019,Done 
Nov 14  2019 at 8:11:58 AM,25,Read 2019,Done 
Nov 15  2019 at 7:18:48 AM,25,Write 2019,Done 
Nov 17  2019 at 11:13:03 AM,25,Bullet Journal,Done 
Nov 18  2019 at 7:36:48 AM,25,Write 2019,Done 
Nov 18  2019 at 8:26:39 AM,25,Read 2019,Done 
Nov 19  2019 at 6:31:25 AM,25,Read 2019,Done 
Nov 19  2019 at 7:10:23 AM,25,Write 2019,Done 
Nov 19  2019 at 1:17:29 PM,25,Learn Power BI,Done 
Nov 19  2019 at 4:40:31 PM,25,Learn Power BI,Done 
Nov 19  2019 at 6:07:21 PM,25,Learn Power BI,Done 
Nov 19  2019 at 6:34:25 PM,25,Learn Power BI,Done 
Nov 22  2019 at 7:04:54 AM,25,Write 2019,Done 
Nov 22  2019 at 8:01:41 AM,25,Read 2019,Done 
Nov 24  2019 at 9:50:23 AM,25,Bullet Journal,Done 
Nov 24  2019 at 10:54:44 AM,25,Bullet Journal,Done 
Nov 24  2019 at 3:49:24 PM,25,Write 2019,Done 
Nov 24  2019 at 8:28:04 PM,25,#Makeover Monday 2019,Done 
Nov 24  2019 at 8:53:14 PM,25,#Makeover Monday 2019,Done 
Nov 24  2019 at 9:32:01 PM,25,#Makeover Monday 2019,Done 
Nov 24  2019 at 9:57:15 PM,25,#Makeover Monday 2019,Done 
Nov 24  2019 at 10:39:03 PM,25,#Makeover Monday 2019,Done 
Nov 24  2019 at 11:11:55 PM,25,#Makeover Monday 2019,Done 
Nov 25  2019 at 7:09:48 AM,25,Write 2019,Done 
Nov 25  2019 at 8:40:34 PM,25,Read 2019,Done 
Nov 25  2019 at 9:23:07 PM,25,Read 2019,Done 
Nov 25  2019 at 9:49:15 PM,25,Write 2019,Done 
Nov 26  2019 at 8:39:37 PM,25,Read 2019,Done 
Nov 26  2019 at 9:21:40 PM,25,Write 2019,Done 
Nov 26  2019 at 10:05:54 PM,25,Write 2019,Done 
Nov 27  2019 at 7:48:09 AM,25,Read 2019,Done 
Nov 27  2019 at 2:33:44 PM,25,Read 2019,Done 
Nov 27  2019 at 4:48:08 PM,25,Read 2019,Done 
Nov 28  2019 at 11:28:21 AM,25,Read 2019,Done 
Nov 30  2019 at 8:20:34 PM,25,Read 2019,Done 
Nov 30  2019 at 9:38:32 PM,25,Read 2019,Done 
Dec 1  2019 at 2:06:20 PM,25,Bullet Journal,Done 
Dec 1  2019 at 3:04:01 PM,25,Bullet Journal,Done 
Dec 1  2019 at 3:29:16 PM,25,Bullet Journal,Done 
Dec 1  2019 at 4:00:22 PM,25,Write 2019,Done 
Dec 1  2019 at 4:33:00 PM,25,Write 2019,Done 
Dec 1  2019 at 5:55:52 PM,25,Communication,Done 
Dec 1  2019 at 7:34:21 PM,25,Communication,Done 
Dec 2  2019 at 6:49:56 AM,25,Read 2019,Done 
Dec 2  2019 at 7:43:56 AM,25,Write 2019,Done 
Dec 3  2019 at 8:07:02 AM,25,Write 2019,Done 
Dec 4  2019 at 7:56:59 PM,25,Iron Quest 1,Done 
Dec 4  2019 at 8:25:25 PM,25,Iron Quest 1,Done 
Dec 4  2019 at 9:25:40 PM,25,Iron Quest 1,Done 
Dec 4  2019 at 9:51:01 PM,25,Iron Quest 1,Done 
Dec 7  2019 at 6:46:57 PM,25,Iron Quest 1,Done 
Dec 7  2019 at 7:19:59 PM,25,Iron Quest 1,Done 
Dec 7  2019 at 7:50:29 PM,25,Read 2019,Done 
Dec 7  2019 at 8:25:06 PM,25,Write 2019,Done 
Dec 7  2019 at 9:41:30 PM,25,Iron Quest 1,Done 
Dec 7  2019 at 10:39:06 PM,25,Bullet Journal,Done 
Dec 8  2019 at 5:02:32 PM,25,Write 2019,Done 
Dec 8  2019 at 9:20:01 PM,25,#Makeover Monday 2019,Done 
Dec 8  2019 at 9:50:32 PM,25,#Makeover Monday 2019,Done 
Dec 8  2019 at 10:24:28 PM,25,Write 2019,Done 
Dec 9  2019 at 6:52:41 AM,25,Write 2019,Done 
Dec 11  2019 at 8:11:39 AM,25,Write 2019,Done 
Dec 12  2019 at 7:13:55 PM,25,Write 2019,Done 
Dec 12  2019 at 7:47:49 PM,25,Write 2019,Done 
Dec 13  2019 at 9:49:28 PM,25,Write 2019,Done 
Dec 15  2019 at 2:23:05 PM,25,Learn Power BI,Done 
Dec 15  2019 at 3:26:52 PM,25,Write 2019,Done 
Dec 15  2019 at 5:28:58 PM,25,Learn Power BI,Done 
Dec 15  2019 at 6:00:35 PM,25,Learn Power BI,Done 
Dec 15  2019 at 9:37:17 PM,25,Write 2019,Done 
Dec 16  2019 at 6:39:50 AM,25,Read 2019,Done 
Dec 16  2019 at 7:05:11 AM,25,Write 2019,Done 
Dec 18  2019 at 6:44:58 AM,25,Write 2019,Done 
Dec 18  2019 at 6:14:56 PM,25,Iron Quest 1,Done 
Dec 18  2019 at 7:06:40 PM,25,Iron Quest 1,Done 
Dec 18  2019 at 7:31:56 PM,25,Iron Quest 1,Done 
Dec 18  2019 at 7:57:11 PM,25,Iron Quest 1,Done 
Dec 18  2019 at 8:59:06 PM,25,Iron Quest 1,Done 
Dec 18  2019 at 9:57:07 PM,25,Read 2019,Done 
Dec 21  2019 at 6:50:01 AM,25,Write 2019,Done 
Dec 21  2019 at 7:29:51 AM,25,Write 2019,Done 
Dec 21  2019 at 8:00:38 AM,25,Write 2019,Done 
Dec 22  2019 at 1:18:16 PM,25,Bullet Journal,Done 
Dec 22  2019 at 4:42:11 PM,25,Write 2019,Done 
Dec 22  2019 at 5:15:49 PM,25,Iron Quest 1,Done 
Dec 22  2019 at 5:44:32 PM,25,Iron Quest 1,Done 
Dec 22  2019 at 6:20:03 PM,25,Iron Quest 1,Done 
Dec 22  2019 at 6:45:19 PM,25,Read 2019,Done 
Dec 22  2019 at 8:09:50 PM,25,Iron Quest 1,Done 
Dec 22  2019 at 8:48:01 PM,25,Iron Quest 1,Done 
Dec 22  2019 at 9:47:02 PM,25,Iron Quest 1,Done 
Dec 23  2019 at 8:10:26 AM,25,Read 2019,Done 
Dec 24  2019 at 8:03:49 AM,25,Read 2019,Done 
Dec 25  2019 at 7:55:13 PM,25,Iron Quest 1,Done 
Dec 25  2019 at 8:20:21 PM,25,Iron Quest 1,Done 
Dec 25  2019 at 8:49:58 PM,25,Iron Quest 1,Done 
Dec 25  2019 at 9:15:12 PM,25,Iron Quest 1,Done 
Dec 25  2019 at 10:10:54 PM,25,Iron Quest 1,Done 
Dec 26  2019 at 2:39:49 PM,25,Learn Power BI,Done 
Dec 26  2019 at 3:05:51 PM,25,Learn Power BI,Done 
Dec 26  2019 at 8:42:30 PM,25,Read 2019,Done 
Dec 27  2019 at 5:20:36 PM,25,Write 2019,Done 
Dec 27  2019 at 5:45:43 PM,25,Write 2019,Done 
Dec 29  2019 at 4:12:34 PM,25,2020 Goals,Done 
Dec 29  2019 at 4:48:14 PM,25,2020 Goals,Done 
Dec 29  2019 at 6:08:22 PM,25,2020 Goals,Done 
Dec 29  2019 at 7:14:01 PM,25,2020 Goals,Done 
Dec 29  2019 at 7:59:25 PM,25,2020 Goals,Done 
Dec 30  2019 at 10:12:33 PM,25,Iron Quest 1,Done 
Dec 30  2019 at 11:01:11 PM,25,Iron Quest 1,Done 
Dec 30  2019 at 11:38:37 PM,25,Iron Quest 1,Done 
Dec 31  2019 at 3:49:15 PM,25,Iron Quest 1,Done 
Dec 31  2019 at 4:17:30 PM,25,Iron Quest 1,Done 
Dec 31  2019 at 5:02:10 PM,25,Iron Quest 1,Done 
Dec 31  2019 at 5:27:25 PM,25,Iron Quest 1,Done 
Jan 1  2020 at 2:49:15 PM,25,Iron Quest 1,Done 
Jan 1  2020 at 3:37:28 PM,25,Iron Quest 1,Done 
Jan 1  2020 at 4:03:39 PM,25,Iron Quest 1,Done 
Jan 1  2020 at 4:54:38 PM,25,Iron Quest 1,Done 
Jan 1  2020 at 5:31:49 PM,25,2020 Goals,Done 
Jan 1  2020 at 6:10:05 PM,25,2020 Goals,Done 
Jan 1  2020 at 6:44:19 PM,25,2020 Goals,Done 
Jan 1  2020 at 8:00:21 PM,25,2020 Goals,Done 
Jan 1  2020 at 8:42:24 PM,25,Bullet Journal,Done 
Jan 1  2020 at 10:20:07 PM,25,Write 2019,Done 
Jan 2  2020 at 5:13:55 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 6:00:29 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 6:32:42 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 7:08:10 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 7:33:29 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 8:16:28 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 8:41:38 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 9:06:51 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 9:46:25 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 10:11:42 PM,25,Iron Quest 1,Done 
Jan 2  2020 at 10:48:54 PM,25,Iron Quest 1,Done 
Jan 3  2020 at 12:22:41 AM,25,Iron Quest 1,Done 
Jan 4  2020 at 12:20:50 PM,25,Bullet Journal,Done 
Jan 4  2020 at 1:14:07 PM,25,Bullet Journal,Done 
Jan 4  2020 at 1:51:03 PM,25,Bullet Journal,Done 
Jan 4  2020 at 5:03:51 PM,25,Bullet Journal,Done 
Jan 4  2020 at 5:59:11 PM,25,Bullet Journal,Done 
Jan 4  2020 at 7:58:59 PM,25,Bullet Journal,Done 
Jan 4  2020 at 8:24:10 PM,25,Bullet Journal,Done 
Jan 4  2020 at 9:04:46 PM,25,JavaScript Algorithms and Data Structures,Done 
Jan 4  2020 at 9:59:29 PM,25,Viz Writing,Done 
Jan 4  2020 at 10:34:30 PM,25,Viz Writing,Done 
Jan 4  2020 at 11:08:18 PM,25,Viz Writing,Done 
Jan 5  2020 at 5:31:28 PM,25,Makeover Monday 2020,Done 
Jan 5  2020 at 6:03:18 PM,25,Makeover Monday 2020,Done 
Jan 5  2020 at 6:28:28 PM,25,Makeover Monday 2020,Done 
Jan 5  2020 at 7:14:38 PM,25,Writing,Done 
Jan 5  2020 at 7:51:43 PM,25,Reading,Done 
Jan 5  2020 at 8:39:11 PM,25,Research Grad,Done 
Jan 5  2020 at 9:10:45 PM,25,Research Grad,Done 
Jan 6  2020 at 5:21:34 PM,25,Writing,Done 
Jan 6  2020 at 5:56:04 PM,25,Writing,Done 
Jan 6  2020 at 10:20:57 PM,25,Reading,Done 
Jan 7  2020 at 10:40:18 PM,25,Writing,Done 
Jan 8  2020 at 9:11:19 PM,25,Reading,Done 
Jan 8  2020 at 10:37:13 PM,25,Writing,Done 
Jan 11  2020 at 10:52:51 PM,25,Writing,Done 
Jan 12  2020 at 10:48:26 AM,25,Bullet Journal,Done 
Jan 12  2020 at 11:42:40 AM,25,Makeover Monday 2020,Done 
Jan 12  2020 at 12:14:00 PM,25,Makeover Monday 2020,Done 
Jan 12  2020 at 3:47:53 PM,25,Makeover Monday 2020,Done 
Jan 13  2020 at 9:02:25 PM,25,Reading,Done 
Jan 13  2020 at 9:41:30 PM,25,Writing,Done 
Jan 14  2020 at 9:37:19 PM,25,GRE Studying,Done 
Jan 15  2020 at 7:36:29 AM,25,GRE Studying,Done 
Jan 16  2020 at 6:51:16 AM,25,Writing,Done 
Jan 16  2020 at 7:36:14 AM,25,Reading,Done 
Jan 17  2020 at 6:58:40 AM,25,Writing,Done 
Jan 17  2020 at 7:44:33 AM,25,Reading,Done 
Jan 18  2020 at 6:47:30 PM,25,GRE Studying,Done 
Jan 19  2020 at 2:49:26 PM,25,Makeover Monday 2020,Done 
Jan 19  2020 at 3:29:06 PM,25,Makeover Monday 2020,Done 
Jan 19  2020 at 4:07:58 PM,25,Makeover Monday 2020,Done 
Jan 19  2020 at 4:52:34 PM,25,Makeover Monday 2020,Done 
Jan 19  2020 at 6:42:07 PM,25,Makeover Monday 2020,Done 
Jan 21  2020 at 8:07:16 AM,25,Writing,Done 
Jan 22  2020 at 8:07:48 PM,25,Iron Quest Incarceration,Done 
Jan 22  2020 at 8:32:58 PM,25,Iron Quest Incarceration,Done 
Jan 22  2020 at 9:33:54 PM,25,Reading,Done 
Jan 23  2020 at 8:11:29 AM,25,Writing,Done 
Jan 23  2020 at 6:50:45 PM,25,Iron Quest Incarceration,Done 
Jan 23  2020 at 7:31:28 PM,25,Iron Quest Incarceration,Done 
Jan 24  2020 at 7:07:23 AM,25,Reading,Done 
Jan 26  2020 at 7:06:46 PM,25,GRE Studying,Done 
Jan 26  2020 at 7:37:01 PM,25,GRE Studying,Done 
Jan 26  2020 at 8:46:10 PM,25,Iron Quest Incarceration,Done 
Jan 28  2020 at 9:54:44 PM,25,Writing,Done 
Jan 29  2020 at 6:34:33 AM,25,Writing,Done 
Jan 29  2020 at 7:22:11 AM,25,Reading,Done 
Jan 30  2020 at 7:40:55 AM,25,Writing,Done 
Jan 30  2020 at 8:12:40 AM,25,Reading,Done 
Jan 30  2020 at 7:58:48 PM,25,Iron Quest Incarceration,Done 
Jan 30  2020 at 8:23:59 PM,25,Iron Quest Incarceration,Done 
Jan 30  2020 at 9:04:40 PM,25,Iron Quest Incarceration,Done 
Jan 30  2020 at 9:37:47 PM,25,Iron Quest Incarceration,Done 
Jan 30  2020 at 10:13:22 PM,25,Iron Quest Incarceration,Done 
Jan 30  2020 at 11:10:46 PM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 6:16:28 AM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 6:41:58 AM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 7:07:16 AM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 8:05:54 AM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 8:21:53 PM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 10:11:55 PM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 10:37:09 PM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 11:14:20 PM,25,Iron Quest Incarceration,Done 
Jan 31  2020 at 11:49:31 PM,25,Iron Quest Incarceration,Done 
Feb 1  2020 at 12:14:52 AM,25,Iron Quest Incarceration,Done 
Feb 1  2020 at 10:38:50 AM,25,Iron Quest Incarceration,Done 
Feb 1  2020 at 3:10:35 PM,25,Iron Quest Incarceration,Done 
Feb 1  2020 at 3:51:23 PM,25,Iron Quest Incarceration,Done 
Feb 1  2020 at 4:29:03 PM,25,Iron Quest Incarceration,Done 
Feb 1  2020 at 8:57:43 PM,25,Bullet Journal,Done 
Feb 1  2020 at 9:22:54 PM,25,Bullet Journal,Done 
Feb 1  2020 at 10:09:32 PM,25,Bullet Journal,Done 
Feb 1  2020 at 10:34:39 PM,25,Bullet Journal,Done 
Feb 1  2020 at 11:02:01 PM,25,Bullet Journal,Done 
Feb 1  2020 at 11:30:46 PM,25,Bullet Journal,Done 
Feb 2  2020 at 1:49:32 PM,25,Bullet Journal,Done 
Feb 2  2020 at 2:52:09 PM,25,Bullet Journal,Done 
Feb 2  2020 at 4:20:26 PM,25,GRE Studying,Done 
Feb 2  2020 at 4:56:51 PM,25,GRE Studying,Done 
Feb 2  2020 at 6:05:25 PM,25,Makeover Monday 2020,Done 
Feb 2  2020 at 10:47:16 PM,25,Reading,Done 
Feb 3  2020 at 7:04:12 AM,25,Reflection,Done 
Feb 3  2020 at 7:52:02 AM,25,Makeover Monday 2020,Done 
Feb 3  2020 at 7:00:20 PM,25,GRE Studying,Done 
Feb 3  2020 at 8:02:15 PM,25,GRE Studying,Done 
Feb 3  2020 at 8:42:48 PM,25,GRE Studying,Done 
Feb 3  2020 at 9:17:46 PM,25,GRE Studying,Done 
Feb 3  2020 at 9:43:03 PM,25,GRE Studying,Done 
Feb 3  2020 at 10:09:24 PM,25,GRE Studying,Done 
Feb 3  2020 at 10:37:11 PM,25,GRE Studying,Done 
Feb 4  2020 at 7:44:02 AM,25,Makeover Monday 2020,Done 
Feb 4  2020 at 8:12:56 AM,25,Makeover Monday 2020,Done 
Feb 4  2020 at 7:33:49 PM,25,Reading,Done 
Feb 4  2020 at 8:08:42 PM,25,GRE Studying,Done 
Feb 4  2020 at 9:11:02 PM,25,GRE Studying,Done 
Feb 4  2020 at 9:36:11 PM,25,GRE Studying,Done 
Feb 4  2020 at 10:25:28 PM,25,GRE Studying,Done 
Feb 5  2020 at 6:51:52 AM,25,Writing,Done 
Feb 5  2020 at 7:41:47 AM,25,Reading,Done 
Feb 5  2020 at 9:04:17 PM,25,GRE Studying,Done 
Feb 5  2020 at 10:13:08 PM,25,GRE Studying,Done 
Feb 6  2020 at 6:35:03 AM,25,Writing,Done 
Feb 6  2020 at 7:00:12 AM,25,Reading,Done 
Feb 7  2020 at 6:35:09 AM,25,Writing,Done 
Feb 7  2020 at 7:08:27 AM,25,Reading,Done 
Feb 8  2020 at 4:19:11 PM,25,GRE Studying,Done 
Feb 8  2020 at 4:44:21 PM,25,GRE Studying,Done 
Feb 8  2020 at 5:22:25 PM,25,GRE Studying,Done 
Feb 8  2020 at 6:52:47 PM,25,GRE Studying,Done 
Feb 8  2020 at 7:17:57 PM,25,GRE Studying,Done 
Feb 8  2020 at 7:49:53 PM,25,GRE Studying,Done 
Feb 8  2020 at 10:13:48 PM,25,Data Viz,Done 
Feb 8  2020 at 10:44:53 PM,25,Data Viz,Done 
Feb 8  2020 at 11:09:59 PM,25,Data Viz,Done 
Feb 8  2020 at 11:54:54 PM,25,Data Viz,Done 
Feb 9  2020 at 12:49:45 AM,25,Data Viz,Done 
Feb 9  2020 at 9:26:23 AM,25,Data Viz,Done 
Feb 9  2020 at 10:29:32 AM,25,Bullet Journal,Done 
Feb 9  2020 at 10:55:59 AM,25,Reflection,Done 
Feb 9  2020 at 11:40:26 AM,25,Makeover Monday 2020,Done 
Feb 9  2020 at 12:15:18 PM,25,Makeover Monday 2020,Done 
Feb 9  2020 at 12:47:45 PM,25,Makeover Monday 2020,Done 
Feb 9  2020 at 1:21:34 PM,25,Makeover Monday 2020,Done 
Feb 9  2020 at 1:52:25 PM,25,Makeover Monday 2020,Done 
Feb 9  2020 at 2:27:21 PM,25,Makeover Monday 2020,Done 
Feb 9  2020 at 3:21:28 PM,25,Learn Power BI,Done 
Feb 9  2020 at 3:55:48 PM,25,Learn Power BI,Done 
Feb 9  2020 at 7:06:18 PM,25,GRE Studying,Done 
Feb 9  2020 at 8:27:07 PM,25,GRE Studying,Done 
Feb 9  2020 at 9:06:28 PM,25,GRE Studying,Done 
Feb 9  2020 at 9:33:57 PM,25,GRE Studying,Done 
Feb 10  2020 at 5:44:18 AM,25,GRE Studying,Done 
Feb 10  2020 at 6:19:00 AM,25,GRE Studying,Done 
Feb 10  2020 at 6:49:22 AM,25,GRE Studying,Done 
Feb 10  2020 at 7:37:55 AM,25,Reading,Done 
Feb 10  2020 at 8:38:37 PM,25,GRE Studying,Done 
Feb 10  2020 at 9:04:25 PM,25,GRE Studying,Done 
Feb 10  2020 at 9:29:36 PM,25,GRE Studying,Done 
Feb 10  2020 at 10:24:15 PM,25,GRE Studying,Done 
Feb 11  2020 at 8:16:11 AM,25,Reading,Done 
Feb 11  2020 at 9:27:32 PM,25,Data Viz,Done 
Feb 11  2020 at 9:52:37 PM,25,Data Viz,Done 
Feb 11  2020 at 10:18:43 PM,25,Data Viz,Done 
Feb 12  2020 at 7:52:36 PM,25,Viz Writing,Done 
Feb 12  2020 at 8:25:09 PM,25,Viz Writing,Done 
Feb 12  2020 at 8:50:51 PM,25,Viz Writing,Done 
Feb 13  2020 at 7:00:20 PM,25,GRE Studying,Done 
Feb 13  2020 at 10:01:33 PM,25,Data Viz,Done 
Feb 17  2020 at 8:06:49 AM,25,GRE Studying,Done 
Feb 17  2020 at 8:46:52 AM,25,GRE Studying,Done 
Feb 17  2020 at 9:34:17 AM,25,GRE Studying,Done 
Feb 17  2020 at 10:21:50 AM,25,GRE Studying,Done 
Feb 17  2020 at 10:47:02 AM,25,GRE Studying,Done 
Feb 17  2020 at 11:33:22 AM,25,GRE Studying,Done 
Feb 17  2020 at 12:18:00 PM,25,GRE Studying,Done 
Feb 17  2020 at 12:57:12 PM,25,GRE Studying,Done 
Feb 17  2020 at 7:25:27 PM,25,Bullet Journal,Done 
Feb 17  2020 at 7:53:24 PM,25,Reflection,Done 
Feb 17  2020 at 9:22:38 PM,25,Reading,Done 
Feb 22  2020 at 10:32:49 AM,25,Bullet Journal,Done 
Feb 24  2020 at 8:09:45 PM,25,GRE Studying,Done 
Feb 24  2020 at 9:03:51 PM,25,GRE Studying,Done 
Feb 24  2020 at 9:50:23 PM,25,GRE Studying,Done 
Feb 24  2020 at 10:15:27 PM,25,GRE Studying,Done 
Feb 24  2020 at 10:40:38 PM,25,GRE Studying,Done 
Feb 24  2020 at 11:05:42 PM,25,GRE Studying,Done 
Feb 25  2020 at 7:46:31 PM,25,GRE Studying,Done 
Feb 25  2020 at 8:11:44 PM,25,GRE Studying,Done 
Feb 26  2020 at 9:43:02 PM,25,Reading,Done 
Feb 27  2020 at 6:19:48 AM,25,GRE Studying,Done 
Feb 27  2020 at 6:50:57 AM,25,GRE Studying,Done 
Feb 29  2020 at 11:06:43 PM,25,GRE Studying,Done 
Feb 29  2020 at 11:39:58 PM,25,GRE Studying,Done 
Mar 1  2020 at 11:25:28 AM,25,GRE Studying,Done 
Mar 1  2020 at 12:05:37 PM,25,GRE Studying,Done 
Mar 1  2020 at 12:30:52 PM,25,GRE Studying,Done 
Mar 1  2020 at 1:00:43 PM,25,GRE Studying,Done 
Mar 1  2020 at 1:25:53 PM,25,GRE Studying,Done 
Mar 1  2020 at 1:51:08 PM,25,GRE Studying,Done 
Mar 1  2020 at 2:32:34 PM,25,GRE Studying,Done 
Mar 1  2020 at 2:57:39 PM,25,GRE Studying,Done 
